participant _number,response_id,response__uuid,age_range,rounded_age,gender,lan_spoken,scenario,made_question_order,question_type,full_response,notes
112,98910,"e1b0e30b-6798-453d-9075-7eb13a3ba19a
",1826-2191,1980,male,en,sunburn,second,made,Sun.,
112,98910,e1b0e30b-6798-453d-9075-7eb13a3ba19a,1826-2191,1980,male,en,flood,second,simple,Rain.,
112,98910,"e1b0e30b-6798-453d-9075-7eb13a3ba19a
",1826-2191,1980,male,en,flood,second,made,Rain.,
113,99058,"14869663-773a-4670-b856-959dce421468
",1826-2191,2040,male,en,sunburn,first,made,She forgot her sunscreen.,
113,99058,"14869663-773a-4670-b856-959dce421468
",1826-2191,2040,male,en,sunburn,first,simple,The sun.,
113,99058,"14869663-773a-4670-b856-959dce421468
",1826-2191,2040,male,en,flood,second,simple,The rain.,
113,99058,"14869663-773a-4670-b856-959dce421468
",1826-2191,2040,male,en,flood,second,made,The rain.,
114,99210,98d5c4fe-4fa2-4abf-b18c-0df88a564802,1826-2191,2100,male,en,flood,second,simple,Rain.,
114,99210,"98d5c4fe-4fa2-4abf-b18c-0df88a564802
",1826-2191,2100,male,en,flood,second,made,The window was open.,The child asks the parent several times for help. She tells him to do his best to answer on his own. 
114,99210,98d5c4fe-4fa2-4abf-b18c-0df88a564802,1826-2191,2100,male,en,sunburn,first,made,Because she did not put sunscreen on.,
114,99210,"98d5c4fe-4fa2-4abf-b18c-0df88a564802
",1826-2191,2100,male,en,sunburn,first,simple,Sun.,
115,99213,"41953bf6-f2b1-4368-901e-4bf8a8b80a6c
",1826-2191,2100,male,en,sunburn,second,simple,Sun.,
115,99213,"41953bf6-f2b1-4368-901e-4bf8a8b80a6c
",1826-2191,2100,male,en,sunburn,second,made,Sun.,
115,99213,"41953bf6-f2b1-4368-901e-4bf8a8b80a6c
",1826-2191,2100,male,en,flood,second,simple,Water.,
115,99213,"41953bf6-f2b1-4368-901e-4bf8a8b80a6c
",1826-2191,2100,male,en,flood,second,made,Water.,
116,99309,"2789bffa-c6dc-43d6-b708-ea37ee1eb793
",1826-2191,1890,female,en,sunburn,first,made,The sun.,"The sibling says, ""the sun"" out loud before the participant does. "
116,99309,"2789bffa-c6dc-43d6-b708-ea37ee1eb793
",1826-2191,1890,female,en,sunburn,first,simple,The sun.,
116,99309,"2789bffa-c6dc-43d6-b708-ea37ee1eb793
",1826-2191,1890,female,en,flood,second,simple,The rain.,
116,99309,"2789bffa-c6dc-43d6-b708-ea37ee1eb793
",1826-2191,1890,female,en,flood,second,made,The rain. ,
117,99413,"df34eff3-a3e2-40a3-84e2-6b06c96bc0a9
",1826-2191,2100,female,,flood,second,simple,The rain.,
117,99413,"df34eff3-a3e2-40a3-84e2-6b06c96bc0a9
",1826-2191,2100,female,,flood,second,made,The rain. ,
117,99413,"df34eff3-a3e2-40a3-84e2-6b06c96bc0a9
",1826-2191,2100,female,,sunburn,first,made,The sun.,
117,99413,"df34eff3-a3e2-40a3-84e2-6b06c96bc0a9
",1826-2191,2100,female,,sunburn,first,simple,The sun. ,
118,99567,"02fccee8-ab9f-45f5-9a7e-f1e3a80be2aa
",1826-2191,2040,female,,sunburn,first,made,Cause there was no sunscreen.,
118,99567,"02fccee8-ab9f-45f5-9a7e-f1e3a80be2aa
",1826-2191,2040,female,,sunburn,first,simple,The sun. ,
118,99567,"02fccee8-ab9f-45f5-9a7e-f1e3a80be2aa
",1826-2191,2040,female,,flood,second,simple,Water.,
118,99567,"02fccee8-ab9f-45f5-9a7e-f1e3a80be2aa
",1826-2191,2040,female,,flood,second,made,Water.,"The child asks the parent if the answer is water. The parent repeats the question and then the child asks, ""rain?"" The parent tells the child to repeat it. "
119,99820,f2831290-1050-492b-a33b-60dc7de45cc2,1826-2191,1980,female,en,flood,second,simple,The rain.,
119,99820,f2831290-1050-492b-a33b-60dc7de45cc2,1826-2191,1980,female,en,flood,second,made,Don't know. ,
119,99820,f2831290-1050-492b-a33b-60dc7de45cc2,1826-2191,1980,female,en,sunburn,first,made,The sun.,
119,99820,f2831290-1050-492b-a33b-60dc7de45cc2,1826-2191,1980,female,en,sunburn,first,simple,I don't know. ,
120,99964,"752e82e7-3538-45fa-80de-85e478ae2c18
",1826-2191,2130,female,en fr,flood,first,made,The guy took the handle off the window and so the window opened and the water came inside the window. ,
120,99964,"752e82e7-3538-45fa-80de-85e478ae2c18
",1826-2191,2130,female,en fr,flood,first,simple,The guy took off the handle and now the window open and then the water came inside. ,
120,99964,"752e82e7-3538-45fa-80de-85e478ae2c18
",1826-2191,2130,female,en fr,sunburn,second,simple,The sun.,
120,99964,"752e82e7-3538-45fa-80de-85e478ae2c18
",1826-2191,2130,female,en fr,sunburn,second,made,The sun.,
121,100237,"87b000a6-701b-422d-acf3-e4c20838d81b
",2191-2556,2430,female,en,flood,second,simple,A heavy rain flooded the basement.,
121,100237,"87b000a6-701b-422d-acf3-e4c20838d81b
",2191-2556,2430,female,en,flood,second,made,A heavy rain made the basement flood.,
121,100237,"87b000a6-701b-422d-acf3-e4c20838d81b
",2191-2556,2430,female,en,sunburn,second,simple,Sun rays from the sun burned her skin.,
121,100237,"87b000a6-701b-422d-acf3-e4c20838d81b
",2191-2556,2430,female,en,sunburn,second,made,The sun rays.,
122,100274,"785725df-5d6c-478e-b3e2-becc35b67426
",2191-2556,2460,female,en fr pes ml so,sunburn,first,made,The sun.,
122,100274,"785725df-5d6c-478e-b3e2-becc35b67426
",2191-2556,2460,female,en fr pes ml so,sunburn,first,simple,The sun.,
122,100274,"785725df-5d6c-478e-b3e2-becc35b67426
",2191-2556,2460,female,en fr pes ml so,flood,first,made,The rain.,
122,100274,"785725df-5d6c-478e-b3e2-becc35b67426
",2191-2556,2460,female,en fr pes ml so,flood,first,simple,The rain. ,
123,100303,"db255fc0-543b-45e0-94ec-5372e9868a30
",2191-2556,2220,female,en,flood,second,simple,Because it was raining outside and the window was open bevause the latch was gone.,
123,100303,"db255fc0-543b-45e0-94ec-5372e9868a30
",2191-2556,2220,female,en,flood,second,made,"Because it was raining really hard outside and, and the window was open because there was no latch and the rain flooded in. ",
123,100303,"db255fc0-543b-45e0-94ec-5372e9868a30
",2191-2556,2220,female,en,sunburn,first,made,Because she left her sunscreen at home.,
123,100303,"db255fc0-543b-45e0-94ec-5372e9868a30
",2191-2556,2220,female,en,sunburn,first,simple,Because of the sun.,
124,100399,"18b33f5d-e896-40e3-92e1-9fcef172c254
",2191-2556,2400,female,en,flood,first,made,The latch was broken.,
124,100399,"18b33f5d-e896-40e3-92e1-9fcef172c254
",2191-2556,2400,female,en,flood,first,simple,"Um, the rain.",
124,100399,"18b33f5d-e896-40e3-92e1-9fcef172c254
",2191-2556,2400,female,en,sunburn,first,made,She forgot her sunscreen.,
124,100399,"18b33f5d-e896-40e3-92e1-9fcef172c254
",2191-2556,2400,female,en,sunburn,first,simple,The sun.,
125,100485,"fd0fc5b4-1a78-43bd-9a01-1d5b30ba712e
",2191-2556,2550,female,en it,sunburn,second,simple,Sun.,
125,100485,"fd0fc5b4-1a78-43bd-9a01-1d5b30ba712e
",2191-2556,2550,female,en it,sunburn,second,made,I don't know. ,
125,100485,"fd0fc5b4-1a78-43bd-9a01-1d5b30ba712e
",2191-2556,2550,female,en it,flood,first,made,Rain.,
125,100485,"fd0fc5b4-1a78-43bd-9a01-1d5b30ba712e
",2191-2556,2550,female,en it,flood,first,simple,Water.,
126,100495,"38bec100-1c7a-4e28-8add-d24ef24f510f
",2191-2556,2460,male,en,flood,first,made,The rain.,
126,100495,"38bec100-1c7a-4e28-8add-d24ef24f510f
",2191-2556,2460,male,en,flood,first,simple,The rain.,
126,100495,"38bec100-1c7a-4e28-8add-d24ef24f510f
",2191-2556,2460,male,en,sunburn,second,simple,The sun.,
126,100495,"38bec100-1c7a-4e28-8add-d24ef24f510f
",2191-2556,2460,male,en,sunburn,second,made,The sun.,
127,100496,"06ea8723-0a3c-4f1f-88a4-baafd612a11e
",2191-2556,2310,female,en,flood,first,made,"The thing that made the basement flood is that the window was open while the heavy, heavy, rain was falling. That's right, its leaped up and maybe it leaped up and splashed down stairs to the whole family. ",
127,100496,"06ea8723-0a3c-4f1f-88a4-baafd612a11e
",2191-2556,2310,female,en,flood,first,simple,"What flooded the basement was that, was that, was that, the rain was open wide and it was doing a heavy, heavy, heavy rain and the room was flooded. ",
127,100496,"06ea8723-0a3c-4f1f-88a4-baafd612a11e
",2191-2556,2310,female,en,sunburn,first,made,Because she forgot her sunscreen.,
127,100496,"06ea8723-0a3c-4f1f-88a4-baafd612a11e
",2191-2556,2310,female,en,sunburn,first,simple,"The thing that burned her skin was the sun, it made her burn. ",
128,100533,"af246a02-eeda-485f-8206-f44ba21bac72
",2191-2556,2490,female,en pl ro so,sunburn,first,made,She forgot her sunscreen.,
128,100533,"af246a02-eeda-485f-8206-f44ba21bac72
",2191-2556,2490,female,en pl ro so,sunburn,first,simple,She forgot her sunscreen.,
128,100533,"af246a02-eeda-485f-8206-f44ba21bac72
",2191-2556,2490,female,en pl ro so,flood,first,made,The window was open.,
128,100533,"af246a02-eeda-485f-8206-f44ba21bac72
",2191-2556,2490,female,en pl ro so,flood,first,simple,The window was open.,
129,100609,"296da4d1-9126-4292-aaa6-8a40ddae13b3
",2191-2556,2220,male,en,flood,second,simple,The rain.,
129,100609,"296da4d1-9126-4292-aaa6-8a40ddae13b3
",2191-2556,2220,male,en,flood,second,made,The rain.,
129,100609,"296da4d1-9126-4292-aaa6-8a40ddae13b3
",2191-2556,2220,male,en,sunburn,first,made,She forgot the sun.,
129,100609,"296da4d1-9126-4292-aaa6-8a40ddae13b3
",2191-2556,2220,male,en,sunburn,first,simple,She forgot her sunscreen.,
130,100695,"d1a2518f-180a-4987-98dd-404a040a7c80
",2191-2556,2250,male,en,flood,second,simple,Rain.,
130,100695,"d1a2518f-180a-4987-98dd-404a040a7c80
",2191-2556,2250,male,en,flood,second,made,Rain.,
130,100695,"d1a2518f-180a-4987-98dd-404a040a7c80
",2191-2556,2250,male,en,sunburn,second,simple,She didn't have sunscreen on so she got burned. ,
130,100695,"d1a2518f-180a-4987-98dd-404a040a7c80
",2191-2556,2250,male,en,sunburn,second,made,She got sunburned. ,
131,100699,"c3e7e2ed-8e2d-4b2f-b042-34246a71d652
",2191-2556,2280,female,en,flood,second,simple,Water.,
131,100699,"c3e7e2ed-8e2d-4b2f-b042-34246a71d652
",2191-2556,2280,female,en,flood,second,made,Water.,
131,100699,"c3e7e2ed-8e2d-4b2f-b042-34246a71d652
",2191-2556,2280,female,en,sunburn,first,made,The sun.,
131,100699,"c3e7e2ed-8e2d-4b2f-b042-34246a71d652
",2191-2556,2280,female,en,sunburn,first,simple,The sun.,
132,100862,"5bba8374-8645-49ad-9dd9-0603533196dc
",2191-2556,2520,female,en so ,flood,second,simple,Rain.,
132,100862,"5bba8374-8645-49ad-9dd9-0603533196dc
",2191-2556,2520,female,en so ,flood,second,made,Rain.,
132,100862,"5bba8374-8645-49ad-9dd9-0603533196dc
",2191-2556,2520,female,en so ,sunburn,first,made,The sun.,
132,100862,"5bba8374-8645-49ad-9dd9-0603533196dc
",2191-2556,2520,female,en so ,sunburn,first,simple,The sun.,
133,100934,"c29b3f50-ec7a-48f0-a4ca-0c4e2824187b
",2191-2556,2460,male,en so ,sunburn,first,made,"The sun, definitely.",
133,100934,"c29b3f50-ec7a-48f0-a4ca-0c4e2824187b
",2191-2556,2460,male,en so ,sunburn,first,simple,The sun.,
133,100934,"c29b3f50-ec7a-48f0-a4ca-0c4e2824187b
",2191-2556,2460,male,en so ,flood,first,made,The rain.,
133,100934,"c29b3f50-ec7a-48f0-a4ca-0c4e2824187b
",2191-2556,2460,male,en so ,flood,first,simple,The rain.,
134,100941,"90da11ed-7e30-42ed-be7f-ac5fe0abf630
",2191-2556,2490,female,en,sunburn,first,made,The sun.,
134,100941,"90da11ed-7e30-42ed-be7f-ac5fe0abf630
",2191-2556,2490,female,en,sunburn,first,simple,The sun.,
134,100941,"90da11ed-7e30-42ed-be7f-ac5fe0abf630
",2191-2556,2490,female,en,flood,first,made,The window being broken.,
134,100941,"90da11ed-7e30-42ed-be7f-ac5fe0abf630
",2191-2556,2490,female,en,flood,first,simple,Water.,
135,100955,"d4e574ec-ca9e-413b-b47a-2a19c80ddc6a
",2191-2556,2220,male,en,sunburn,first,made,The sun.,
135,100955,"d4e574ec-ca9e-413b-b47a-2a19c80ddc6a
",2191-2556,2220,male,en,sunburn,first,simple,The sun.,
135,100955,"d4e574ec-ca9e-413b-b47a-2a19c80ddc6a
",2191-2556,2220,male,en,flood,second,simple,Water.,
135,100955,"d4e574ec-ca9e-413b-b47a-2a19c80ddc6a
",2191-2556,2220,male,en,flood,second,made,Water.,
136,100971,"33659680-4681-499b-825a-73af593f1d40
",2191-2556,2430,female,en,flood,first,made,"Um, since there was no window latch on the window, the rain went up really high and flooded into the basement.",
136,100971,"33659680-4681-499b-825a-73af593f1d40
",2191-2556,2430,female,en,flood,first,simple,The rain.,
136,100971,"33659680-4681-499b-825a-73af593f1d40
",2191-2556,2430,female,en,sunburn,second,simple,The hot sun.,
136,100971,"33659680-4681-499b-825a-73af593f1d40
",2191-2556,2430,female,en,sunburn,second,made,The sun.,
137,101071,"62eda592-6c9d-412b-b909-2b996d264467
",2191-2556,2310,female,en so ,flood,first,made,Water from the sea.,
137,101071,"62eda592-6c9d-412b-b909-2b996d264467
",2191-2556,2310,female,en so ,flood,first,simple,The water from the sea.,
137,101071,"62eda592-6c9d-412b-b909-2b996d264467
",2191-2556,2310,female,en so ,sunburn,first,made,The sun.,
137,101071,"62eda592-6c9d-412b-b909-2b996d264467
",2191-2556,2310,female,en so ,sunburn,first,simple,The sun.,
138,101099,"45c8a4d1-c3d9-4e28-9778-a871d2c4f208
",2191-2556,2310,female,,flood,second,simple,Water.,
138,101099,"45c8a4d1-c3d9-4e28-9778-a871d2c4f208
",2191-2556,2310,female,,flood,second,made,Water.,
138,101099,"45c8a4d1-c3d9-4e28-9778-a871d2c4f208
",2191-2556,2310,female,,sunburn,first,made,The sun.,
138,101099,"45c8a4d1-c3d9-4e28-9778-a871d2c4f208
",2191-2556,2310,female,,sunburn,first,simple,The sun.,
139,101107,"ec4aadd6-9745-4dd9-aa4c-b55d74b30ce9
",2191-2556,2370,male,en,flood,first,made,The window was open.,
139,101107,"ec4aadd6-9745-4dd9-aa4c-b55d74b30ce9
",2191-2556,2370,male,en,flood,first,simple,Water.,
139,101107,"ec4aadd6-9745-4dd9-aa4c-b55d74b30ce9
",2191-2556,2370,male,en,sunburn,second,simple,The sun.,
139,101107,"ec4aadd6-9745-4dd9-aa4c-b55d74b30ce9
",2191-2556,2370,male,en,sunburn,second,made,She forgot her sunscreen.,
140,101237,"a978a05e-c8dd-4afa-b796-5b142e074098
",2191-2556,2220,female,en,flood,second,simple,The water.,
140,101237,"a978a05e-c8dd-4afa-b796-5b142e074098
",2191-2556,2220,female,en,flood,second,made,The rain.,
140,101237,"a978a05e-c8dd-4afa-b796-5b142e074098
",2191-2556,2220,female,en,sunburn,first,made,The sun.,
140,101237,"a978a05e-c8dd-4afa-b796-5b142e074098
",2191-2556,2220,female,en,sunburn,first,simple,The sun. ,
141,101473,"5b155244-131a-466a-b394-9034b55afd86
",2191-2556,2340,female,,sunburn,first,made,The sun.,
141,101473,"5b155244-131a-466a-b394-9034b55afd86
",2191-2556,2340,female,,sunburn,first,simple,The sun.,
141,101473,"5b155244-131a-466a-b394-9034b55afd86
",2191-2556,2340,female,,flood,second,simple,The rain.,
141,101473,"5b155244-131a-466a-b394-9034b55afd86
",2191-2556,2340,female,,flood,second,made,The rain.,
142,101775,"5b6553c6-2284-456d-84e8-1b4a044a7725
",2191-2556,2400,male,en bn he,flood,first,made,The rain.,
142,101775,"5b6553c6-2284-456d-84e8-1b4a044a7725
",2191-2556,2400,male,en bn he,flood,first,simple,The rain.,
142,101775,"5b6553c6-2284-456d-84e8-1b4a044a7725
",2191-2556,2400,male,en bn he,sunburn,second,simple,The sun.,
142,101775,"5b6553c6-2284-456d-84e8-1b4a044a7725
",2191-2556,2400,male,en bn he,sunburn,second,made,The sun.,
143,101870,"23a3e3f4-d891-400f-8c3a-32a20f3c9e43
",2191-2556,2310,male,en,sunburn,first,made,The sun.,
143,101870,"23a3e3f4-d891-400f-8c3a-32a20f3c9e43
",2191-2556,2310,male,en,sunburn,first,simple,The sun.,
143,101870,"23a3e3f4-d891-400f-8c3a-32a20f3c9e43
",2191-2556,2310,male,en,flood,second,simple,The rain.,
143,101870,"23a3e3f4-d891-400f-8c3a-32a20f3c9e43
",2191-2556,2310,male,en,flood,second,made,The rain.,
144,102081,"ad0bb617-6e99-43de-8738-fe1655d1f2e1
",2191-2556,2520,female,en egy fr,sunburn,first,made,She forgot her sunscreen.,
144,102081,"ad0bb617-6e99-43de-8738-fe1655d1f2e1
",2191-2556,2520,female,en egy fr,sunburn,first,simple,Sun.,
144,102081,"ad0bb617-6e99-43de-8738-fe1655d1f2e1
",2191-2556,2520,female,en egy fr,flood,first,made,The window.,
144,102081,"ad0bb617-6e99-43de-8738-fe1655d1f2e1
",2191-2556,2520,female,en egy fr,flood,first,simple,The water.,
145,102084,"0d5aae88-cdb1-4f36-bf84-4506fa707ab3
",2191-2556,2520,male,en egy fr,flood,second,simple,The rain.,
145,102084,"0d5aae88-cdb1-4f36-bf84-4506fa707ab3
",2191-2556,2520,male,en egy fr,flood,second,made,The rain.,
145,102084,"0d5aae88-cdb1-4f36-bf84-4506fa707ab3
",2191-2556,2520,male,en egy fr,sunburn,first,made,The sun.,
145,102084,"0d5aae88-cdb1-4f36-bf84-4506fa707ab3
",2191-2556,2520,male,en egy fr,sunburn,first,simple,The sun.,
146,102185,"3cef7926-163b-437a-8cff-9d8494e7db05
",2191-2556,2340,female,en tl,sunburn,second,simple,The sun.,
146,102185,"3cef7926-163b-437a-8cff-9d8494e7db05
",2191-2556,2340,female,en tl,sunburn,second,made,The sun.,
146,102185,"3cef7926-163b-437a-8cff-9d8494e7db05
",2191-2556,2340,female,en tl,flood,first,made,The rain.,
146,102185,"3cef7926-163b-437a-8cff-9d8494e7db05
",2191-2556,2340,female,en tl,flood,first,simple,The rain.,
147,102843,395b1dbe-6e89-480b-b990-8118d36497b3,2191-2556,2400,male,en,flood,second,simple,The water.,
147,102843,395b1dbe-6e89-480b-b990-8118d36497b3,2191-2556,2400,male,en,flood,second,made,The water.,
147,102843,395b1dbe-6e89-480b-b990-8118d36497b3,2191-2556,2400,male,en,sunburn,second,simple,Sun.,
147,102843,395b1dbe-6e89-480b-b990-8118d36497b3,2191-2556,2400,male,en,sunburn,second,made,Sun.,
148,103287,74988d10-2da2-4e16-99a7-f569b8f49448,2191-2556,2280,female,en so wuu,flood,first,made,The rain.,
148,103287,74988d10-2da2-4e16-99a7-f569b8f49448,2191-2556,2280,female,en so wuu,flood,first,simple,Water.,
148,103287,74988d10-2da2-4e16-99a7-f569b8f49448,2191-2556,2280,female,en so wuu,sunburn,second,simple,The sun.,
148,103287,74988d10-2da2-4e16-99a7-f569b8f49448,2191-2556,2280,female,en so wuu,sunburn,second,made,The hotness of the sun.,
149,103293,69ebf4fd-9ff3-49e7-8fe0-a5ed6f8a480d,2191-2556,2340,male,en km,flood,first,made,"The window was open, and the rain, and it was pouring very hard outside.",
149,103293,69ebf4fd-9ff3-49e7-8fe0-a5ed6f8a480d,2191-2556,2340,male,en km,flood,first,simple,Water.,
149,103293,69ebf4fd-9ff3-49e7-8fe0-a5ed6f8a480d,2191-2556,2340,male,en km,sunburn,first,made,The sun.,
149,103293,69ebf4fd-9ff3-49e7-8fe0-a5ed6f8a480d,2191-2556,2340,male,en km,sunburn,first,simple,Heat.,
150,103317,c3124964-cf88-4982-bd9a-e6c15ce10d62,2191-2556,2370,male,en th,flood,first,made,Window. The window.,
150,103317,c3124964-cf88-4982-bd9a-e6c15ce10d62,2191-2556,2370,male,en th,flood,first,simple,Window. The window.,
150,103317,c3124964-cf88-4982-bd9a-e6c15ce10d62,2191-2556,2370,male,en th,sunburn,second,simple,The sun.,
150,103317,c3124964-cf88-4982-bd9a-e6c15ce10d62,2191-2556,2370,male,en th,sunburn,second,made,The sun.,